"Title","Tour Destination"
"Hotel Nearby Gibraltar","Spain,,Seville,Baku International Airport,Gibraltar,Cadiz,"
"Hotel Nearby Golden Gate Bridge","United States of America,California,San Francisco,,Golden Gate Bridge,,"
"Hotel Nearby Golden Ring","Russia,,Moscow,,Golden Ring,,"
"Hotel Nearby Göta Canal","Sweden,,Gothenburg,,Göta Canal,,"
"Hotel Nearby Göteborg Botanical Garden","Sweden,,Gothenburg,,Göteborg Botanical Garden,,"
"Hotel Nearby Gothenburg Archipelago","Sweden,,Gothenburg,,Gothenburg Archipelago,,"
"Hotel Nearby Gotland","Sweden,,Stockholm,,Gotland,,"
"Hotel Nearby Grand Mosque","United Arab Emirates,,Dubai,,Grand Mosque,,"
"Hotel Nearby Grand Place (Central Square)","Belgium,,Brussels,,Grand Place (Central Square),,"
"Hotel Nearby Great Barrier Reef","Australia,Queensland,Cairns,,Great Barrier Reef,,"
"Hotel Nearby Great Wall of China","China,,Beijing,,Great Wall of China,,"
"Hotel Nearby Guanajuato","Mexico,,Mexico City,,Guanajuato,,"
"Hotel Nearby Guimaraes","Portugal,,Porto,,Guimaraes,,"
"Hotel Nearby Guinness Storehouse","Ireland,,Dublin,,Guinness Storehouse,,"
"Hotel Nearby Gullfoss Falls","Iceland,,Reykjavik,,Gullfoss Falls,,"
"Hotel Nearby Gyeongbokgung","South Korea,,Seoul,,Gyeongbokgung,,"
"Hotel Nearby Habana Vieja (Old Havana)","Cuba,,Havana,,Habana Vieja (Old Havana),,"
"Hotel Nearby Hallgrimskirkja","Iceland,,Reykjavik,,Hallgrimskirkja,,"
"Hotel Nearby Halong Bay","Vietnam,,Hanoi,,Halong Bay,,"
"Hotel Nearby Hampi","India,,Bengaluru,,Hampi,,"
"Hotel Nearby Hampton Court Palace","United Kingdom,England,London,,Hampton Court Palace,,"
"Hotel Nearby Harbour Bridge","Australia,New South Wales,Sydney,,Harbour Bridge,,"
"Hotel Nearby Hauraki Gulf Islands","New Zealand,,Auckland,,Hauraki Gulf Islands,,"
"Hotel Nearby Haw Par Villa","Singapore,,Singapore,,Haw Par Villa,,"
"Hotel Nearby Heidelberg","Germany,,Frankfurt,,Heidelberg,,"
"Hotel Nearby Heineken Experience","Netherlands,,Amsterdam,,Heineken Experience,,"
"Hotel Nearby Hermanus","South Africa,,Cape Town,,Hermanus,,"
"Hotel Nearby Ho Chi Minh’s Mausoleum","Vietnam,,Hanoi,,Ho Chi Minh’s Mausoleum,,"
"Hotel Nearby Hofburg","Austria,,Vienna,,Hofburg,,"
"Hotel Nearby Hollywood","United States of America,California,Los Angeles,,Hollywood,,"
"Hotel Nearby Hong Kong Disneyland","Hong Kong,,Hong Kong City,,Hong Kong Disneyland,,"
"Hotel Nearby Horton Plains National Park and Worlds End","Sri Lanka,,Colombo,,Horton Plains National Park and Worlds End,,"
"Hotel Nearby Hotel de Ville","Belgium,,Brussels,,Hotel de Ville,,"
"Hotel Nearby Huaqing Hot Springs","China,,Xi An,,Huaqing Hot Springs,,"
"Hotel Nearby Humayuns Tomb","India,,Delhi,,Humayuns Tomb,,"
"Hotel Nearby Hvar Island","Croatia,,Split,,Hvar Island,,"
"Hotel Nearby Hwaseong Fortress","South Korea,,Seoul,,Hwaseong Fortress,,"
"Hotel Nearby Iguaçu Falls","Brazil,,Rio de Janeiro,,Iguaçu Falls,,"
"Hotel Nearby International Red Cross and Red Crescent Museum","Switzerland,,Geneva,,International Red Cross and Red Crescent Museum,,"
"Hotel Nearby Ipanema","Brazil,,Rio de Janeiro,,Ipanema,,"
"Hotel Nearby iSimangaliso / St Lucia Wetland Park","South Africa,,Durban,,iSimangaliso / St Lucia Wetland Park,,"
"Hotel Nearby James Joyce Museum","Ireland,,Dublin,,James Joyce Museum,,"
"Hotel Nearby Jeffreys Bay","South Africa,,Port Elizabeth,Roberts International Airport,Jeffreys Bay,St Francis Bay,"
"Hotel Nearby Jeju Island","South Korea,,Busan,,Jeju Island,,"
"Hotel Nearby Jerash","Jordan,,Amman,,Jerash,,"
"Hotel Nearby Jeronimos Monastery","Portugal,,Lisbon,,Jeronimos Monastery,,"
"Hotel Nearby Jet dEau","Switzerland,,Geneva,,Jet dEau,,"
"Hotel Nearby Jogyesa","South Korea,,Seoul,,Jogyesa,,"
"Hotel Nearby Jongmyo Shrine","South Korea,,Seoul,,Jongmyo Shrine,,"
"Hotel Nearby Kampong Gelam and Arab Street","Singapore,,Singapore,,Kampong Gelam and Arab Street,,"
"Hotel Nearby Kanchanaburi","Thailand,,Bangkok,,Kanchanaburi,,"
"Hotel Nearby Kangaroo Island","Australia,South Australia,Adelaide,,Kangaroo Island,,"
"Hotel Nearby Karlovy Vary (Karlsbad)","Czech Republic,,Prague,,Karlovy Vary (Karlsbad),,"
"Hotel Nearby Kazimierz District and the Old Synagogue","Poland,,Krakow,,Kazimierz District and the Old Synagogue,,"
"Hotel Nearby Kecskemet","Hungary,,Budapest,,Kecskemet,,"
"Hotel Nearby Keukenhof","Netherlands,,Amsterdam,,Keukenhof,,"
"Hotel Nearby Khan al-Khalili","Egypt,,Cairo,,Khan al-Khalili,,"
"Hotel Nearby Kingdom Centre","Saudi Arabia,,Riyadh,,Kingdom Centre,,"
"Hotel Nearby Kirstenbosch Botanical Gardens","South Africa,,Cape Town,,Kirstenbosch Botanical Gardens,,"
"Hotel Nearby Kish","United Arab Emirates,,Dubai,,Kish,,"
"Hotel Nearby Kolonaki/Lykavittos Hill","Greece,,Athens,,Kolonaki/Lykavittos Hill,,"
"Hotel Nearby Korcula Island","Croatia,,Dubrovnik,,Korcula Island,,"
"Hotel Nearby Kostnice Ossuary","Czech Republic,,Prague,,Kostnice Ossuary,,"
"Hotel Nearby Krk Island","Croatia,,Zagreb,,Krk Island,,"
"Hotel Nearby Krong Kep","Cambodia,,Phnom Penh,,Krong Kep,,"
"Hotel Nearby Kruger National Park","South Africa,,Johannesburg,,Kruger National Park,,"
"Hotel Nearby Kutna Hora","Czech Republic,,Prague,,Kutna Hora,,"
"Hotel Nearby La Pedrera (Casa Mila)","Spain,,Barcelona,,La Pedrera (Casa Mila),,"
"Hotel Nearby La Rambla","Spain,,Barcelona,,La Rambla,,"
"Hotel Nearby La Sagrada Familia","Spain,,Barcelona,,La Sagrada Familia,,"
"Hotel Nearby Lake Bled","Slovenia,,Ljubljana,,Lake Bled,,"
"Hotel Nearby Lake Geneva (Lac Léman)","Switzerland,,Geneva,,Lake Geneva (Lac Léman),,"
"Hotel Nearby Lantau","Hong Kong,,Hong Kong City,,Lantau,,"
"Hotel Nearby Lausanne","Switzerland,,Geneva,,Lausanne,,"
"Hotel Nearby Legoland Billund","Denmark,,Copenhagen,,Legoland Billund,,"
"Hotel Nearby LÎle dOrléans","Canada,Quebec,Quebec City,,LÎle dOrléans,,"
"Hotel Nearby Liseberg Amusement Park","Sweden,,Gothenburg,,Liseberg Amusement Park,,"
"Hotel Nearby Little India","Singapore,,Singapore,,Little India,,"
"Hotel Nearby Ljubljana Castle","Slovenia,,Ljubljana,,Ljubljana Castle,,"
"Hotel Nearby Llandaff Cathedral","United Kingdom,Wales,Cardiff,,Llandaff Cathedral,,"
"Hotel Nearby London Eye","United Kingdom,England,London,,London Eye,,"
"Hotel Nearby London Zoo","United Kingdom,England,London,,London Zoo,,"
"Hotel Nearby Los Tres Ojos National Park","Dominican Republic,,Santo Domingo,,Los Tres Ojos National Park,,"
"Hotel Nearby Louvre","France,,Paris,Calvi – Sainte Catherine Airport,Louvre,Disneyland Paris,"
"Hotel Nearby Lübeck","Germany,,Hamburg,,Lübeck,,"
"Hotel Nearby Madaba","Jordan,,Amman,,Madaba,,"
"Hotel Nearby Madame Tussauds","United Kingdom,England,London,,Madame Tussauds,,"
"Hotel Nearby Mae Sa Waterfall","Thailand,,Chiang Mai,,Mae Sa Waterfall,,"
"Hotel Nearby Main Market Square (Rynek Glówny)","Poland,,Krakow,,Main Market Square (Rynek Glówny),,"
"Hotel Nearby Majorelle Garden","Morocco,,Marrakech,,Majorelle Garden,,"
"Hotel Nearby Makarska","Croatia,,Split,,Makarska,,"
"Hotel Nearby Malbork Castle","Poland,,Gdansk,,Malbork Castle,,"
"Hotel Nearby Manneken-Pis","Belgium,,Brussels,,Manneken-Pis,,"
"Hotel Nearby Marathon","Greece,,Athens,,Marathon,,"
"Hotel Nearby Marienplatz","Germany,,Munich,,Marienplatz,,"
"Hotel Nearby Masada","Israel,,Jerusalem,,Masada,,"
"Hotel Nearby Masai Mara National Reserve","Kenya,,Nairobi,,Masai Mara National Reserve,,"
"Hotel Nearby Mecca","Saudi Arabia,,Jeddah,,Mecca,,"
"Hotel Nearby Mekong Delta","Vietnam,,Ho Chi Minh City,,Mekong Delta,,"
"Hotel Nearby Memento Park","Hungary,,Budapest,,Memento Park,,"
"Hotel Nearby Memphis and Saqqara","Egypt,,Cairo,,Memphis and Saqqara,,"
"Hotel Nearby Mercedes-Benz Museum","Germany,,Stuttgart,,Mercedes-Benz Museum,,"
"Hotel Nearby Metropolitan Museum of Art","United States of America,New York,New York City,,Metropolitan Museum of Art,,"
"Hotel Nearby Minamiza Kabuki Theatre","Japan,,Kyoto,,Minamiza Kabuki Theatre,,"
"Hotel Nearby Mljet Island","Croatia,,Dubrovnik,,Mljet Island,,"
"Hotel Nearby Monastery of San Lorenzo de El Escorial","Spain,,Madrid,,Monastery of San Lorenzo de El Escorial,,"
"Hotel Nearby Monkey Mia Resort","Australia,Western Australia,Perth,,Monkey Mia Resort,,"
"Hotel Nearby Montserrat","Spain,,Barcelona,,Montserrat,,"
"Hotel Nearby Monument to the Discoveries","Portugal,,Lisbon,,Monument to the Discoveries,,"
"Hotel Nearby Moraine Lake","Canada,Alberta,Calgary,,Moraine Lake,,"
"Hotel Nearby Mount Aso","Japan,,Fukuoka,,Mount Aso,,"
"Hotel Nearby Mount Cook National Park","New Zealand,,Christchurch,,Mount Cook National Park,,"
"Hotel Nearby Mount Fuji","Japan,,Tokyo,,Mount Fuji,,"
"Hotel Nearby Mount Kenya National Park","Kenya,,Nairobi,,Mount Kenya National Park,,"
"Hotel Nearby Mount Nebo","Jordan,,Amman,,Mount Nebo,,"
"Hotel Nearby Mui Ne","Vietnam,,Ho Chi Minh City,,Mui Ne,,"
"Hotel Nearby Musandam","United Arab Emirates,,Dubai,,Musandam,,"
"Hotel Nearby Musée dOrsay","France,,Paris,Calvi – Sainte Catherine Airport,Musée dOrsay,Disneyland Paris,"
"Hotel Nearby Museum of Contemporary Canadian Art","Canada,Ontario,Toronto,,Museum of Contemporary Canadian Art,,"
"Hotel Nearby Museum of National Antiquities","Sweden,,Stockholm,,Museum of National Antiquities,,"
"Hotel Nearby Museum of Warsaw","Poland,,Warsaw,,Museum of Warsaw,,"
"Hotel Nearby Nambung National Park","Australia,Western Australia,Perth,,Nambung National Park,,"
"Hotel Nearby National Aquarium","Dominican Republic,,Santo Domingo,,National Aquarium,,"
"Hotel Nearby National Archaeological Museum","Greece,,Athens,,National Archaeological Museum,,"
"Hotel Nearby National Gallery of Australia","Australia,Capital Territory,Canberra,,National Gallery of Australia,,"
"Hotel Nearby National Maritime Museum","Netherlands,,Amsterdam,,National Maritime Museum,,"
"Hotel Nearby National Palace Museum","Taiwan,,Taipei,,National Palace Museum,,"
"Hotel Nearby Natural History Museum","United Kingdom,England,London,,Natural History Museum,,"
"Hotel Nearby Nevsky Prospekt","Russia,,St Petersburg,,Nevsky Prospekt,,"
"Hotel Nearby Ngong Ping 360","Hong Kong,,Hong Kong City,,Ngong Ping 360,,"
"Hotel Nearby Niagara Falls","Canada,Ontario,Toronto,,Niagara Falls,,"
"Hotel Nearby Niederdorf","Switzerland,,Zurich,,Niederdorf,,"
"Hotel Nearby Nizwa Fort","Oman,,Muscat,,Nizwa Fort,,"
"Hotel Nearby Notre-Dame","France,,Paris,Calvi – Sainte Catherine Airport,Notre-Dame,Disneyland Paris,"
"Hotel Nearby Nyhavn Canal","Denmark,,Copenhagen,,Nyhavn Canal,,"
"Hotel Nearby Oceanario de Lisboa (Lisbon Oceanarium)","Portugal,,Lisbon,,Oceanario de Lisboa (Lisbon Oceanarium),,"
"Hotel Nearby Odense","Denmark,,Copenhagen,,Odense,,"
"Hotel Nearby Old Cairo","Egypt,,Cairo,,Old Cairo,,"
"Hotel Nearby Old Goa","India,,Goa,,Old Goa,,"
"Hotel Nearby Old Melbourne Gaol","Australia,Victoria,Melbourne,,Old Melbourne Gaol,,"
"Hotel Nearby Old Muttrah Souk","Oman,,Muscat,,Old Muttrah Souk,,"
"Hotel Nearby Old San Juan","Puerto Rico,,San Juan,,Old San Juan,,"
"Hotel Nearby Old Town (Starego Miasta)","Poland,,Warsaw,,Old Town (Starego Miasta),,"
"Hotel Nearby Old Town Square","Czech Republic,,Prague,,Old Town Square,,"
"Hotel Nearby Orchard Road","Singapore,,Singapore,,Orchard Road,,"
"Hotel Nearby Otavalo","Ecuador,,Quito,,Otavalo,,"
"Hotel Nearby Ouirgane","Morocco,,Marrakech,,Ouirgane,,"
"Hotel Nearby Oukaimeden","Morocco,,Marrakech,,Oukaimeden,,"
"Hotel Nearby Pai","Thailand,,Chiang Mai,,Pai,,"
"Hotel Nearby Palace Square (Schlossplatz)","Germany,,Stuttgart,,Palace Square (Schlossplatz),,"
"Hotel Nearby Palais des Papes","France,,Avignon,,Palais des Papes,,"
"Hotel Nearby Palais Royal","Belgium,,Brussels,,Palais Royal,,"
"Hotel Nearby Pamplona","Spain,,Bilbao,,Pamplona,,"
"Hotel Nearby Pantheon","Italy,,Rome,,Pantheon,,"
"Hotel Nearby Parliament Buildings","Hungary,,Budapest,,Parliament Buildings,,"
"Hotel Nearby Parque Natural de Bardenas Reales","Spain,,Barcelona,,Parque Natural de Bardenas Reales,,"
"Hotel Nearby Patan","Nepal,,Kathmandu,,Patan,,"
"Hotel Nearby Petronas Towers","Malaysia,,Kuala Lumpur,,Petronas Towers,,"
"Hotel Nearby Phang Nga Bay","Thailand,,Phuket,,Phang Nga Bay,,"
"Hotel Nearby Piazza del Duomo (Cathedral Square)","Italy,,Florence,,Piazza del Duomo (Cathedral Square),,"
"Hotel Nearby Piccadilly Circus","United Kingdom,England,London,,Piccadilly Circus,,"
"Hotel Nearby Pisco","Peru,,Lima,,Pisco,,"
"Hotel Nearby Plaka","Greece,,Athens,,Plaka,,"
"Hotel Nearby Plaza Dorrego","Argentina,,Buenos Aires,,Plaza Dorrego,,"
"Hotel Nearby Plaza Mayor and Plaza San Martin","Peru,,Lima,,Plaza Mayor and Plaza San Martin,,"
"Hotel Nearby Plitvice Lakes National Park","Croatia,,Zagreb,,Plitvice Lakes National Park,,"
"Hotel Nearby Poklonnaya Hill","Russia,,Moscow,,Poklonnaya Hill,,"
"Hotel Nearby Pompeii","Italy,,Naples,Bulawayo Airport,Pompeii,Sorrento,"
"Hotel Nearby Pompidou Centre","France,,Paris,Calvi – Sainte Catherine Airport,Pompidou Centre,Disneyland Paris,"
"Hotel Nearby Porsche Museum","Germany,,Stuttgart,,Porsche Museum,,"
"Hotel Nearby Portofino","Italy,,Milan,,Portofino,,"
"Hotel Nearby Postojna Cave","Slovenia,,Ljubljana,,Postojna Cave,,"
"Hotel Nearby Preservation Hall","United States of America,Louisiana,New Orleans,,Preservation Hall,,"
"Hotel Nearby Pyramids of Giza","Egypt,,Cairo,,Pyramids of Giza,,"
"Hotel Nearby Qin Terracotta Army Museum","China,,Xi An,,Qin Terracotta Army Museum,,"
"Hotel Nearby Queen Sirikit Botanic Garden","Thailand,,Chiang Mai,,Queen Sirikit Botanic Garden,,"
"Hotel Nearby Qutub Minar","India,,Delhi,,Qutub Minar,,"
"Hotel Nearby Raffles Hotel","Singapore,,Singapore,,Raffles Hotel,,"
"Hotel Nearby Red Fort","India,,Delhi,,Red Fort,,"
"Hotel Nearby Red Light District (De Wallen)","Netherlands,,Amsterdam,,Red Light District (De Wallen),,"
"Hotel Nearby Red Square","Russia,,Moscow,,Red Square,,"
"Hotel Nearby Reichstag","Germany,,Berlin,,Reichstag,,"
"Hotel Nearby Reina Sofia National Art Centre Museum","Spain,,Madrid,,Reina Sofia National Art Centre Museum,,"
"Hotel Nearby Rembrandt House","Netherlands,,Amsterdam,,Rembrandt House,,"
"Hotel Nearby Rijeka","Croatia,,Zagreb,,Rijeka,,"
"Hotel Nearby Robben Island","South Africa,,Cape Town,,Robben Island,,"
"Hotel Nearby Rock and Roll Hall of Fame","United States of America,Ohio,Cleveland,,Rock and Roll Hall of Fame,,"
"Hotel Nearby Romantic Road","Germany,,Munich,,Romantic Road,,"
"Hotel Nearby Rosenborg Castle","Denmark,,Copenhagen,,Rosenborg Castle,,"
"Hotel Nearby Roswell","United States of America,New Mexico,Albuquerque,,Roswell,,"
"Hotel Nearby Royal Botanic Garden","Spain,,Madrid,,Royal Botanic Garden,,"
"Hotel Nearby Royal Botanic Gardens","Australia,New South Wales,Sydney,,Royal Botanic Gardens,,"
"Hotel Nearby Royal Chitwan National Park","Nepal,,Kathmandu,,Royal Chitwan National Park,,"
"Hotel Nearby Royal Djurgården","Sweden,,Stockholm,,Royal Djurgården,,"
"Hotel Nearby Royal Grand Palace","Thailand,,Bangkok,,Royal Grand Palace,,"
"Hotel Nearby Royal Mile","United Kingdom,Scotland,Edinburgh,,Royal Mile,,"
"Hotel Nearby Royal Museums of Fine Arts","Belgium,,Brussels,,Royal Museums of Fine Arts,,"
"Hotel Nearby Royal Palace","Spain,,Madrid,,Royal Palace,,"
"Hotel Nearby Royal Palace and Gamla Stan","Sweden,,Stockholm,,Royal Palace and Gamla Stan,,"
"Hotel Nearby Royal Warship Vasa","Sweden,,Stockholm,,Royal Warship Vasa,,"
"Hotel Nearby Saadian Tombs","Morocco,,Marrakech,,Saadian Tombs,,"
"Hotel Nearby Saladin Citadel (Al-Qalaa)","Egypt,,Cairo,,Saladin Citadel (Al-Qalaa),,"
"Hotel Nearby San Angel","Mexico,,Mexico City,,San Angel,,"
"Hotel Nearby San Sebastian","Spain,,Bilbao,,San Sebastian,,"
"Hotel Nearby Sancti Spiritus","Cuba,,Trinidad,,Sancti Spiritus,,"
"Hotel Nearby Sanjusangen-do","Japan,,Kyoto,,Sanjusangen-do,,"
"Hotel Nearby Santa Clara","Cuba,,Trinidad,,Santa Clara,,"
"Hotel Nearby Santa Cruz","Spain,,Seville,Baku International Airport,Santa Cruz,Cadiz,"
"Hotel Nearby Schönbrunn Palace","Austria,,Vienna,,Schönbrunn Palace,,"
"Hotel Nearby Seattle Space Needle","United States of America,Washington,Seattle,,Seattle Space Needle,,"
"Hotel Nearby Segovia","Spain,,Madrid,,Segovia,,"
"Hotel Nearby Senso-ji Temple","Japan,,Tokyo,,Senso-ji Temple,,"
"Hotel Nearby Sentosa Island","Singapore,,Singapore,,Sentosa Island,,"
"Hotel Nearby Shanghai Museum","China,,Shanghai,,Shanghai Museum,,"
"Hotel Nearby Shilin Night Market","Taiwan,,Taipei,,Shilin Night Market,,"
"Hotel Nearby Sibenik","Croatia,,Split,,Sibenik,,"
"Hotel Nearby Sihanoukville","Cambodia,,Phnom Penh,,Sihanoukville,,"
"Hotel Nearby Skansen","Sweden,,Stockholm,,Skansen,,"
"Hotel Nearby Sopot","Poland,,Gdansk,,Sopot,,"
"Hotel Nearby Spanish Riding School","Austria,,Vienna,,Spanish Riding School,,"
"Hotel Nearby Spanish Town","Jamaica,,Kingston,,Spanish Town,,"
"Hotel Nearby St Basils Cathedral","Russia,,Moscow,,St Basils Cathedral,,"
"Hotel Nearby St George Rotunda","Bulgaria,,Sofia,,St George Rotunda,,"
"Hotel Nearby St Isaacs Cathedral","Russia,,St Petersburg,,St Isaacs Cathedral,,"
"Hotel Nearby St Marks Square","Italy,,Venice,,St Marks Square,,"
"Hotel Nearby St Pauls Cathedral","United Kingdom,England,London,,St Pauls Cathedral,,"
"Hotel Nearby St Peters Basilica (Basilica di San Pietro)","Italy,,Rome,,St Peters Basilica (Basilica di San Pietro),,"
"Hotel Nearby St Stephen’s Cathedral","Austria,,Vienna,,St Stephen’s Cathedral,,"
"Hotel Nearby St. Patricks Cathedral","Ireland,,Dublin,,St. Patricks Cathedral,,"
"Hotel Nearby Stanley Park","Canada,British Columbia,Vancouver,,Stanley Park,,"
"Hotel Nearby Statue Square","Hong Kong,,Hong Kong City,,Statue Square,,"
"Hotel Nearby Stedelijk Museum of Modern Art","Netherlands,,Amsterdam,,Stedelijk Museum of Modern Art,,"
"Hotel Nearby Stockholm Archipelago","Sweden,,Stockholm,,Stockholm Archipelago,,"
"Hotel Nearby Stockholm City Hall","Sweden,,Stockholm,,Stockholm City Hall,,"
"Hotel Nearby Stratford-Upon-Avon","United Kingdom,England,Oxford,,Stratford-Upon-Avon,,"
"Hotel Nearby Sultan Qaboos Grand Mosque","Oman,,Muscat,,Sultan Qaboos Grand Mosque,,"
"Hotel Nearby Šumava National Park","Czech Republic,,Prague,,Šumava National Park,,"
"Hotel Nearby Summer Palace","China,,Beijing,,Summer Palace,,"
"Hotel Nearby Swiss Alps","Switzerland,,Zurich,,Swiss Alps,,"
"Hotel Nearby Sydney Beaches","Australia,New South Wales,Sydney,,Sydney Beaches,,"
"Hotel Nearby Sydney Opera House","Australia,New South Wales,Sydney,,Sydney Opera House,,"
"Hotel Nearby Table Mountain","South Africa,,Cape Town,,Table Mountain,,"
"Hotel Nearby Taif","Saudi Arabia,,Jeddah,,Taif,,"
"Hotel Nearby Taipei 101","Taiwan,,Taipei,,Taipei 101,,"
"Hotel Nearby Tate Modern","United Kingdom,England,London,,Tate Modern,,"
"Hotel Nearby Te Papa Museum","New Zealand,,Wellington,,Te Papa Museum,,"
"Hotel Nearby Temple Bar District","Ireland,,Dublin,,Temple Bar District,,"
"Hotel Nearby Temple Mount (Al-Haram al-Sharif)","Israel,,Jerusalem,,Temple Mount (Al-Haram al-Sharif),,"
"Hotel Nearby Temple of Augustus","Turkey,,Ankara,,Temple of Augustus,,"
"Hotel Nearby Temple of the Golden Buddha (Wat Traimit)","Thailand,,Bangkok,,Temple of the Golden Buddha (Wat Traimit),,"
"Hotel Nearby Temple of the Reclining Buddha (Wat Pho)","Thailand,,Bangkok,,Temple of the Reclining Buddha (Wat Pho),,"
"Hotel Nearby Temples of Angkor","Cambodia,,Siem Reap,,Temples of Angkor,,"
"Hotel Nearby Templo Mayor","Mexico,,Mexico City,,Templo Mayor,,"
"Hotel Nearby Ten Thousand Buddhas Monastery","Hong Kong,,Hong Kong City,,Ten Thousand Buddhas Monastery,,"
